번호,항목,값,라벨
E1_a6,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a6,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a6,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a6,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a6,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a6,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a6,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a6,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a6,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a6,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a6,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a6,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a7,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a7,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a7,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a7,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a7,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a7,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a7,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a7,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a7,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a7,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a7,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a7,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a7,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a7,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a7,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a8,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a8,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a8,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a8,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a8,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a8,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a8,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a8,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a8,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a8,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a8,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a8,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a8,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a8,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a8,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a9,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a9,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a9,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a9,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a9,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a9,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a9,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a9,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a9,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a9,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a9,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a9,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a9,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a9,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a9,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a10,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a10,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a10,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a10,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a10,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a10,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a10,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a10,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a10,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a10,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a10,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a10,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a10,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a10,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a10,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a11,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a11,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a11,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a11,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a11,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a11,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a11,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a11,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a11,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a11,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a11,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a11,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a11,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a11,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a11,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a12,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a12,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a12,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a12,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a12,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a12,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a12,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a12,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a12,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a12,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a12,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a12,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a12,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a12,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a12,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a13,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a13,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a13,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a13,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a13,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a13,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a13,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a13,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a13,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a13,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a13,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a13,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a13,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a13,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a13,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a14,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a14,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a14,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a14,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a14,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a14,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a14,사회보장 급여 및 서비스를 받은 경험,13,물품지원
E1_a14,사회보장 급여 및 서비스를 받은 경험,14,가정봉사서비스
E1_a14,사회보장 급여 및 서비스를 받은 경험,15,식사 배달서비스
E1_a14,사회보장 급여 및 서비스를 받은 경험,16,"방문가정간호, 간병, 목욕서비스"
E1_a14,사회보장 급여 및 서비스를 받은 경험,17,이동편의서비스
E1_a14,사회보장 급여 및 서비스를 받은 경험,18,"주.야간보호서비스, 단기보호서비스"
E1_a14,사회보장 급여 및 서비스를 받은 경험,19,사회교육서비스
E1_a14,사회보장 급여 및 서비스를 받은 경험,20,구직알선및직업훈련프로그램
E1_a14,사회보장 급여 및 서비스를 받은 경험,99,모름/ 무응답
E1_a15,사회보장 급여 및 서비스를 받은 경험,1,각종수당
E1_a15,사회보장 급여 및 서비스를 받은 경험,2,국민연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,3,공무원연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,4,사학연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,5,군인연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,6,고용보험
E1_a15,사회보장 급여 및 서비스를 받은 경험,7,산재보험
E1_a15,사회보장 급여 및 서비스를 받은 경험,8,별정우체국직원연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,9,보훈연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,10,기초연금
E1_a15,사회보장 급여 및 서비스를 받은 경험,11,의료비지원
E1_a15,사회보장 급여 및 서비스를 받은 경험,12,노인무료급식
E1_a15,사회보장 급여 및 서비스를 받은 경험,13,물품지원
